scenario_name,scenario_title,lifecycle_level,scenario_path,scenario_type,primary_domain,operational_focus,target_resource,telemetry_signals,infrastructure_components,detection_inputs,correlation_context,incident_or_response_flow,recovery_or_validation_actions,evidence_outputs,used_modules,used_adapters
resource-contention-correlation,Resource Contention Correlation,level-2-correlation,scenarios/level-2-correlation/resource-contention-correlation,Correlation / Analysis,General Infrastructure,"Correlate related symptoms, dependencies, and impact paths","infrastructure component, telemetry source, operational dependency",health status; availability signal; latency; error indicator; event log; metric threshold,Infrastructure Component; Telemetry Source; Operational Dependency; Detection Logic; Evidence Output,health status; availability signal; latency; error indicator; event log; metric threshold,"Correlate general infrastructure signals with related infrastructure state, dependencies, recent events, and service impact.","Correlate related symptoms, dependencies, and impact paths","Validate stable state, evidence completeness, and operational readiness after detection, analysis, response, or recovery.",summary.md; execution-evidence.md; validation-evidence.md; artifact-manifest.json; artifact-checksums.json,Telemetry Aggregation Module; Dependency Correlation Module; Impact Analysis Module,Prometheus Adapter; Grafana Adapter; OpenSearch Adapter
routing-instability-correlation,Routing Instability Correlation,level-2-correlation,scenarios/level-2-correlation/routing-instability-correlation,Correlation / Analysis,Network / Routing,"Correlate related symptoms, dependencies, and impact paths","route table, routing path, router, service path",link status; route change; BGP state; packet loss; latency; interface utilization; traffic volume,Route Table; Routing Path; Router; Service Path; Telemetry Source; Detection Logic; Evidence Output,link status; route change; BGP state; packet loss; latency; interface utilization; traffic volume,"Correlate network / routing signals with related infrastructure state, dependencies, recent events, and service impact.","Correlate related symptoms, dependencies, and impact paths","Validate stable state, evidence completeness, and operational readiness after detection, analysis, response, or recovery.",summary.md; execution-evidence.md; validation-evidence.md; artifact-manifest.json; artifact-checksums.json,Telemetry Aggregation Module; Dependency Correlation Module; Impact Analysis Module,Prometheus Adapter; Grafana Adapter; OpenSearch Adapter
runtime-instability-analysis,Runtime Instability Analysis,level-2-correlation,scenarios/level-2-correlation/runtime-instability-analysis,Correlation / Analysis,General Infrastructure,"Correlate related symptoms, dependencies, and impact paths","infrastructure component, telemetry source, operational dependency",health status; availability signal; latency; error indicator; event log; metric threshold,Infrastructure Component; Telemetry Source; Operational Dependency; Detection Logic; Evidence Output,health status; availability signal; latency; error indicator; event log; metric threshold,"Correlate general infrastructure signals with related infrastructure state, dependencies, recent events, and service impact.","Correlate related symptoms, dependencies, and impact paths","Validate stable state, evidence completeness, and operational readiness after detection, analysis, response, or recovery.",summary.md; execution-evidence.md; validation-evidence.md; artifact-manifest.json; artifact-checksums.json,Telemetry Aggregation Module; Dependency Correlation Module; Impact Analysis Module,Prometheus Adapter; Grafana Adapter; OpenSearch Adapter
security-anomaly-correlation,Security Anomaly Correlation,level-2-correlation,scenarios/level-2-correlation/security-anomaly-correlation,Correlation / Analysis,Security / Telemetry,"Correlate related symptoms, dependencies, and impact paths","security event, policy control, endpoint signal, audit source",authentication event; authorization failure; audit log; policy violation; privilege change; endpoint alert,Security Event; Policy Control; Endpoint Signal; Audit Source; Telemetry Source; Detection Logic; Evidence Output,authentication event; authorization failure; audit log; policy violation; privilege change; endpoint alert,"Correlate security / telemetry signals with related infrastructure state, dependencies, recent events, and service impact.","Correlate related symptoms, dependencies, and impact paths","Validate stable state, evidence completeness, and operational readiness after detection, analysis, response, or recovery.",summary.md; execution-evidence.md; validation-evidence.md; artifact-manifest.json; artifact-checksums.json,Telemetry Aggregation Module; Dependency Correlation Module; Impact Analysis Module,Prometheus Adapter; Grafana Adapter; OpenSearch Adapter
security-policy-violation-analysis,Security Policy Violation Analysis,level-2-correlation,scenarios/level-2-correlation/security-policy-violation-analysis,Correlation / Analysis,Security / Telemetry,"Correlate related symptoms, dependencies, and impact paths","security event, policy control, endpoint signal, audit source",authentication event; authorization failure; audit log; policy violation; privilege change; endpoint alert,Security Event; Policy Control; Endpoint Signal; Audit Source; Telemetry Source; Detection Logic; Evidence Output,authentication event; authorization failure; audit log; policy violation; privilege change; endpoint alert,"Correlate security / telemetry signals with related infrastructure state, dependencies, recent events, and service impact.","Correlate related symptoms, dependencies, and impact paths","Validate stable state, evidence completeness, and operational readiness after detection, analysis, response, or recovery.",summary.md; execution-evidence.md; validation-evidence.md; artifact-manifest.json; artifact-checksums.json,Telemetry Aggregation Module; Dependency Correlation Module; Impact Analysis Module,Prometheus Adapter; Grafana Adapter; OpenSearch Adapter
service-dependency-correlation,Service Dependency Correlation,level-2-correlation,scenarios/level-2-correlation/service-dependency-correlation,Correlation / Analysis,General Infrastructure,"Correlate related symptoms, dependencies, and impact paths","infrastructure component, telemetry source, operational dependency",health status; availability signal; latency; error indicator; event log; metric threshold,Infrastructure Component; Telemetry Source; Operational Dependency; Detection Logic; Evidence Output,health status; availability signal; latency; error indicator; event log; metric threshold,"Correlate general infrastructure signals with related infrastructure state, dependencies, recent events, and service impact.","Correlate related symptoms, dependencies, and impact paths","Validate stable state, evidence completeness, and operational readiness after detection, analysis, response, or recovery.",summary.md; execution-evidence.md; validation-evidence.md; artifact-manifest.json; artifact-checksums.json,Telemetry Aggregation Module; Dependency Correlation Module; Impact Analysis Module,Prometheus Adapter; Grafana Adapter; OpenSearch Adapter
service-mesh-latency-correlation,Service Mesh Latency Correlation,level-2-correlation,scenarios/level-2-correlation/service-mesh-latency-correlation,Correlation / Analysis,Service Mesh,"Correlate related symptoms, dependencies, and impact paths","service mesh route, sidecar proxy, service dependency, traffic policy",service health; request latency; error rate; dependency call failure; mesh traffic; endpoint availability,Service Mesh Route; Sidecar Proxy; Service Dependency; Traffic Policy; Telemetry Source; Detection Logic; Evidence Output,service health; request latency; error rate; dependency call failure; mesh traffic; endpoint availability,"Correlate service mesh signals with related infrastructure state, dependencies, recent events, and service impact.","Correlate related symptoms, dependencies, and impact paths","Validate stable state, evidence completeness, and operational readiness after detection, analysis, response, or recovery.",summary.md; execution-evidence.md; validation-evidence.md; artifact-manifest.json; artifact-checksums.json,Telemetry Aggregation Module; Dependency Correlation Module; Impact Analysis Module,Prometheus Adapter; Grafana Adapter; OpenSearch Adapter
storage-io-instability-analysis,Storage Io Instability Analysis,level-2-correlation,scenarios/level-2-correlation/storage-io-instability-analysis,Correlation / Analysis,Storage,"Correlate related symptoms, dependencies, and impact paths","storage volume, storage backend, object store, I/O path",disk utilization; inode usage; mount status; I/O latency; object availability; capacity trend; storage error,Storage Volume; Storage Backend; Object Store; I/O Path; Telemetry Source; Detection Logic; Evidence Output,disk utilization; inode usage; mount status; I/O latency; object availability; capacity trend; storage error,"Correlate storage signals with related infrastructure state, dependencies, recent events, and service impact.","Correlate related symptoms, dependencies, and impact paths","Validate stable state, evidence completeness, and operational readiness after detection, analysis, response, or recovery.",summary.md; execution-evidence.md; validation-evidence.md; artifact-manifest.json; artifact-checksums.json,Telemetry Aggregation Module; Dependency Correlation Module; Impact Analysis Module,Prometheus Adapter; Grafana Adapter; OpenSearch Adapter
threat-propagation-analysis,Threat Propagation Analysis,level-2-correlation,scenarios/level-2-correlation/threat-propagation-analysis,Correlation / Analysis,General Infrastructure,"Correlate related symptoms, dependencies, and impact paths","infrastructure component, telemetry source, operational dependency",health status; availability signal; latency; error indicator; event log; metric threshold,Infrastructure Component; Telemetry Source; Operational Dependency; Detection Logic; Evidence Output,health status; availability signal; latency; error indicator; event log; metric threshold,"Correlate general infrastructure signals with related infrastructure state, dependencies, recent events, and service impact.","Correlate related symptoms, dependencies, and impact paths","Validate stable state, evidence completeness, and operational readiness after detection, analysis, response, or recovery.",summary.md; execution-evidence.md; validation-evidence.md; artifact-manifest.json; artifact-checksums.json,Telemetry Aggregation Module; Dependency Correlation Module; Impact Analysis Module,Prometheus Adapter; Grafana Adapter; OpenSearch Adapter
traffic-spike-correlation,Traffic Spike Correlation,level-2-correlation,scenarios/level-2-correlation/traffic-spike-correlation,Correlation / Analysis,Traffic / Flow,"Correlate related symptoms, dependencies, and impact paths","traffic flow, interface, request volume, network path",health status; availability signal; latency; error indicator; event log; metric threshold,Traffic Flow; Interface; Request Volume; Network Path; Telemetry Source; Detection Logic; Evidence Output,health status; availability signal; latency; error indicator; event log; metric threshold,"Correlate traffic / flow signals with related infrastructure state, dependencies, recent events, and service impact.","Correlate related symptoms, dependencies, and impact paths","Validate stable state, evidence completeness, and operational readiness after detection, analysis, response, or recovery.",summary.md; execution-evidence.md; validation-evidence.md; artifact-manifest.json; artifact-checksums.json,Telemetry Aggregation Module; Dependency Correlation Module; Impact Analysis Module,Prometheus Adapter; Grafana Adapter; OpenSearch Adapter
virtualization-resource-correlation,Virtualization Resource Correlation,level-2-correlation,scenarios/level-2-correlation/virtualization-resource-correlation,Correlation / Analysis,General Infrastructure,"Correlate related symptoms, dependencies, and impact paths","infrastructure component, telemetry source, operational dependency",health status; availability signal; latency; error indicator; event log; metric threshold,Infrastructure Component; Telemetry Source; Operational Dependency; Detection Logic; Evidence Output,health status; availability signal; latency; error indicator; event log; metric threshold,"Correlate general infrastructure signals with related infrastructure state, dependencies, recent events, and service impact.","Correlate related symptoms, dependencies, and impact paths","Validate stable state, evidence completeness, and operational readiness after detection, analysis, response, or recovery.",summary.md; execution-evidence.md; validation-evidence.md; artifact-manifest.json; artifact-checksums.json,Telemetry Aggregation Module; Dependency Correlation Module; Impact Analysis Module,Prometheus Adapter; Grafana Adapter; OpenSearch Adapter
vpn-latency-correlation,Vpn Latency Correlation,level-2-correlation,scenarios/level-2-correlation/vpn-latency-correlation,Correlation / Analysis,Network / VPN,"Correlate related symptoms, dependencies, and impact paths","VPN tunnel, VPN gateway, remote endpoint, routing path",tunnel status; gateway reachability; packet loss; latency; tunnel uptime; endpoint response,Vpn Tunnel; Vpn Gateway; Remote Endpoint; Routing Path; Telemetry Source; Detection Logic; Evidence Output,tunnel status; gateway reachability; packet loss; latency; tunnel uptime; endpoint response,"Correlate network / vpn signals with related infrastructure state, dependencies, recent events, and service impact.","Correlate related symptoms, dependencies, and impact paths","Validate stable state, evidence completeness, and operational readiness after detection, analysis, response, or recovery.",summary.md; execution-evidence.md; validation-evidence.md; artifact-manifest.json; artifact-checksums.json,Telemetry Aggregation Module; Dependency Correlation Module; Impact Analysis Module,Prometheus Adapter; Grafana Adapter; OpenSearch Adapter
vpn-tunnel-instability-analysis,Vpn Tunnel Instability Analysis,level-2-correlation,scenarios/level-2-correlation/vpn-tunnel-instability-analysis,Correlation / Analysis,Network / VPN,"Correlate related symptoms, dependencies, and impact paths","VPN tunnel, VPN gateway, remote endpoint, routing path",tunnel status; gateway reachability; packet loss; latency; tunnel uptime; endpoint response,Vpn Tunnel; Vpn Gateway; Remote Endpoint; Routing Path; Telemetry Source; Detection Logic; Evidence Output,tunnel status; gateway reachability; packet loss; latency; tunnel uptime; endpoint response,"Correlate network / vpn signals with related infrastructure state, dependencies, recent events, and service impact.","Correlate related symptoms, dependencies, and impact paths","Validate stable state, evidence completeness, and operational readiness after detection, analysis, response, or recovery.",summary.md; execution-evidence.md; validation-evidence.md; artifact-manifest.json; artifact-checksums.json,Telemetry Aggregation Module; Dependency Correlation Module; Impact Analysis Module,Prometheus Adapter; Grafana Adapter; OpenSearch Adapter
api-service-recovery,Api Service Recovery,level-3-recovery,scenarios/level-3-recovery/api-service-recovery,Recovery / Automation,API / Service,"Execute controlled recovery, restoration, failover, or mitigation workflow","API endpoint, upstream service, request path, runtime dependency",health status; availability signal; latency; error indicator; event log; metric threshold,Api Endpoint; Upstream Service; Request Path; Runtime Dependency; Telemetry Source; Detection Logic; Evidence Output,health status; availability signal; latency; error indicator; event log; metric threshold,"Correlate api / service signals with related infrastructure state, dependencies, recent events, and service impact.","Execute controlled recovery, restoration, failover, or mitigation workflow","Validate stable state, evidence completeness, and operational readiness after detection, analysis, response, or recovery.",summary.md; execution-evidence.md; validation-evidence.md; artifact-manifest.json; artifact-checksums.json,Recovery Orchestration Module; Automation Execution Module; Recovery Validation Module,Ansible Adapter; Prometheus Adapter; Grafana Adapter
backup-restoration-automation,Backup Restoration Automation,level-3-recovery,scenarios/level-3-recovery/backup-restoration-automation,Recovery / Automation,Backup / Recovery,"Execute controlled recovery, restoration, failover, or mitigation workflow","backup job, backup scheduler, protected workload, backup repository, recovery point",backup job status; last successful backup timestamp; backup duration; failure reason; repository availability; recovery point age,Backup Job; Backup Scheduler; Protected Workload; Backup Repository; Recovery Point; Telemetry Source; Detection Logic; Evidence Output,backup job status; last successful backup timestamp; backup duration; failure reason; repository availability; recovery point age,"Correlate backup / recovery signals with related infrastructure state, dependencies, recent events, and service impact.","Execute controlled recovery, restoration, failover, or mitigation workflow","Validate stable state, evidence completeness, and operational readiness after detection, analysis, response, or recovery.",summary.md; execution-evidence.md; validation-evidence.md; artifact-manifest.json; artifact-checksums.json,Recovery Orchestration Module; Automation Execution Module; Recovery Validation Module,Ansible Adapter; Prometheus Adapter; Grafana Adapter
cloud-instance-recovery-automation,Cloud Instance Recovery Automation,level-3-recovery,scenarios/level-3-recovery/cloud-instance-recovery-automation,Recovery / Automation,Cloud Instance,"Execute controlled recovery, restoration, failover, or mitigation workflow","cloud instance, VM, host resource, instance status check",health status; availability signal; latency; error indicator; event log; metric threshold,Cloud Instance; Vm; Host Resource; Instance Status Check; Telemetry Source; Detection Logic; Evidence Output,health status; availability signal; latency; error indicator; event log; metric threshold,"Correlate cloud instance signals with related infrastructure state, dependencies, recent events, and service impact.","Execute controlled recovery, restoration, failover, or mitigation workflow","Validate stable state, evidence completeness, and operational readiness after detection, analysis, response, or recovery.",summary.md; execution-evidence.md; validation-evidence.md; artifact-manifest.json; artifact-checksums.json,Recovery Orchestration Module; Automation Execution Module; Recovery Validation Module,Ansible Adapter; Prometheus Adapter; Grafana Adapter
cluster-node-recovery-orchestration,Cluster Node Recovery Orchestration,level-3-recovery,scenarios/level-3-recovery/cluster-node-recovery-orchestration,Recovery / Automation,Cluster / Platform,"Execute controlled recovery, restoration, failover, or mitigation workflow","cluster node, workload, control plane, resource pool",health status; availability signal; latency; error indicator; event log; metric threshold,Cluster Node; Workload; Control Plane; Resource Pool; Telemetry Source; Detection Logic; Evidence Output,health status; availability signal; latency; error indicator; event log; metric threshold,"Correlate cluster / platform signals with related infrastructure state, dependencies, recent events, and service impact.","Execute controlled recovery, restoration, failover, or mitigation workflow","Validate stable state, evidence completeness, and operational readiness after detection, analysis, response, or recovery.",summary.md; execution-evidence.md; validation-evidence.md; artifact-manifest.json; artifact-checksums.json,Recovery Orchestration Module; Automation Execution Module; Recovery Validation Module,Ansible Adapter; Prometheus Adapter; Grafana Adapter
compute-failover-orchestration,Compute Failover Orchestration,level-3-recovery,scenarios/level-3-recovery/compute-failover-orchestration,Recovery / Automation,Compute / Resource,"Execute controlled recovery, restoration, failover, or mitigation workflow","compute node, instance, CPU, memory, disk, runtime host",CPU usage; memory usage; disk pressure; instance status; host health; reboot event; availability state,Compute Node; Instance; Cpu; Memory; Disk; Runtime Host; Telemetry Source; Detection Logic; Evidence Output,CPU usage; memory usage; disk pressure; instance status; host health; reboot event; availability state,"Correlate compute / resource signals with related infrastructure state, dependencies, recent events, and service impact.","Execute controlled recovery, restoration, failover, or mitigation workflow","Validate stable state, evidence completeness, and operational readiness after detection, analysis, response, or recovery.",summary.md; execution-evidence.md; validation-evidence.md; artifact-manifest.json; artifact-checksums.json,Recovery Orchestration Module; Automation Execution Module; Recovery Validation Module,Ansible Adapter; Prometheus Adapter; Grafana Adapter
container-failover-automation,Container Failover Automation,level-3-recovery,scenarios/level-3-recovery/container-failover-automation,Recovery / Automation,Container / Runtime,"Execute controlled recovery, restoration, failover, or mitigation workflow","container runtime, pod, workload, node, image runtime",pod phase; restart count; container exit code; readiness status; liveness status; CPU usage; memory pressure,Container Runtime; Pod; Workload; Node; Image Runtime; Telemetry Source; Detection Logic; Evidence Output,pod phase; restart count; container exit code; readiness status; liveness status; CPU usage; memory pressure,"Correlate container / runtime signals with related infrastructure state, dependencies, recent events, and service impact.","Execute controlled recovery, restoration, failover, or mitigation workflow","Validate stable state, evidence completeness, and operational readiness after detection, analysis, response, or recovery.",summary.md; execution-evidence.md; validation-evidence.md; artifact-manifest.json; artifact-checksums.json,Recovery Orchestration Module; Automation Execution Module; Recovery Validation Module,Ansible Adapter; Prometheus Adapter; Grafana Adapter
data-recovery-orchestration,Data Recovery Orchestration,level-3-recovery,scenarios/level-3-recovery/data-recovery-orchestration,Recovery / Automation,General Infrastructure,"Execute controlled recovery, restoration, failover, or mitigation workflow","infrastructure component, telemetry source, operational dependency",health status; availability signal; latency; error indicator; event log; metric threshold,Infrastructure Component; Telemetry Source; Operational Dependency; Detection Logic; Evidence Output,health status; availability signal; latency; error indicator; event log; metric threshold,"Correlate general infrastructure signals with related infrastructure state, dependencies, recent events, and service impact.","Execute controlled recovery, restoration, failover, or mitigation workflow","Validate stable state, evidence completeness, and operational readiness after detection, analysis, response, or recovery.",summary.md; execution-evidence.md; validation-evidence.md; artifact-manifest.json; artifact-checksums.json,Recovery Orchestration Module; Automation Execution Module; Recovery Validation Module,Ansible Adapter; Prometheus Adapter; Grafana Adapter
database-failover-automation,Database Failover Automation,level-3-recovery,scenarios/level-3-recovery/database-failover-automation,Recovery / Automation,Database,"Execute controlled recovery, restoration, failover, or mitigation workflow","database instance, query workload, replication channel, storage backend",query latency; connection count; lock wait; replication lag; transaction error; database availability; storage I/O,Database Instance; Query Workload; Replication Channel; Storage Backend; Telemetry Source; Detection Logic; Evidence Output,query latency; connection count; lock wait; replication lag; transaction error; database availability; storage I/O,"Correlate database signals with related infrastructure state, dependencies, recent events, and service impact.","Execute controlled recovery, restoration, failover, or mitigation workflow","Validate stable state, evidence completeness, and operational readiness after detection, analysis, response, or recovery.",summary.md; execution-evidence.md; validation-evidence.md; artifact-manifest.json; artifact-checksums.json,Recovery Orchestration Module; Automation Execution Module; Recovery Validation Module,Ansible Adapter; Prometheus Adapter; Grafana Adapter
database-recovery-orchestration,Database Recovery Orchestration,level-3-recovery,scenarios/level-3-recovery/database-recovery-orchestration,Recovery / Automation,Database,"Execute controlled recovery, restoration, failover, or mitigation workflow","database instance, query workload, replication channel, storage backend",query latency; connection count; lock wait; replication lag; transaction error; database availability; storage I/O,Database Instance; Query Workload; Replication Channel; Storage Backend; Telemetry Source; Detection Logic; Evidence Output,query latency; connection count; lock wait; replication lag; transaction error; database availability; storage I/O,"Correlate database signals with related infrastructure state, dependencies, recent events, and service impact.","Execute controlled recovery, restoration, failover, or mitigation workflow","Validate stable state, evidence completeness, and operational readiness after detection, analysis, response, or recovery.",summary.md; execution-evidence.md; validation-evidence.md; artifact-manifest.json; artifact-checksums.json,Recovery Orchestration Module; Automation Execution Module; Recovery Validation Module,Ansible Adapter; Prometheus Adapter; Grafana Adapter
database-service-restoration,Database Service Restoration,level-3-recovery,scenarios/level-3-recovery/database-service-restoration,Recovery / Automation,Database,"Execute controlled recovery, restoration, failover, or mitigation workflow","database instance, query workload, replication channel, storage backend",query latency; connection count; lock wait; replication lag; transaction error; database availability; storage I/O,Database Instance; Query Workload; Replication Channel; Storage Backend; Telemetry Source; Detection Logic; Evidence Output,query latency; connection count; lock wait; replication lag; transaction error; database availability; storage I/O,"Correlate database signals with related infrastructure state, dependencies, recent events, and service impact.","Execute controlled recovery, restoration, failover, or mitigation workflow","Validate stable state, evidence completeness, and operational readiness after detection, analysis, response, or recovery.",summary.md; execution-evidence.md; validation-evidence.md; artifact-manifest.json; artifact-checksums.json,Recovery Orchestration Module; Automation Execution Module; Recovery Validation Module,Ansible Adapter; Prometheus Adapter; Grafana Adapter
dns-service-restoration,Dns Service Restoration,level-3-recovery,scenarios/level-3-recovery/dns-service-restoration,Recovery / Automation,DNS / Name Resolution,"Execute controlled recovery, restoration, failover, or mitigation workflow","DNS resolver, DNS record, query path, client resolution flow",query success rate; resolution latency; NXDOMAIN rate; SERVFAIL rate; resolver availability; record consistency,Dns Resolver; Dns Record; Query Path; Client Resolution Flow; Telemetry Source; Detection Logic; Evidence Output,query success rate; resolution latency; NXDOMAIN rate; SERVFAIL rate; resolver availability; record consistency,"Correlate dns / name resolution signals with related infrastructure state, dependencies, recent events, and service impact.","Execute controlled recovery, restoration, failover, or mitigation workflow","Validate stable state, evidence completeness, and operational readiness after detection, analysis, response, or recovery.",summary.md; execution-evidence.md; validation-evidence.md; artifact-manifest.json; artifact-checksums.json,Recovery Orchestration Module; Automation Execution Module; Recovery Validation Module,Ansible Adapter; Prometheus Adapter; Grafana Adapter
infrastructure-recovery-orchestration,Infrastructure Recovery Orchestration,level-3-recovery,scenarios/level-3-recovery/infrastructure-recovery-orchestration,Recovery / Automation,General Infrastructure,"Execute controlled recovery, restoration, failover, or mitigation workflow","infrastructure component, telemetry source, operational dependency",health status; availability signal; latency; error indicator; event log; metric threshold,Infrastructure Component; Telemetry Source; Operational Dependency; Detection Logic; Evidence Output,health status; availability signal; latency; error indicator; event log; metric threshold,"Correlate general infrastructure signals with related infrastructure state, dependencies, recent events, and service impact.","Execute controlled recovery, restoration, failover, or mitigation workflow","Validate stable state, evidence completeness, and operational readiness after detection, analysis, response, or recovery.",summary.md; execution-evidence.md; validation-evidence.md; artifact-manifest.json; artifact-checksums.json,Recovery Orchestration Module; Automation Execution Module; Recovery Validation Module,Ansible Adapter; Prometheus Adapter; Grafana Adapter
kubernetes-node-recovery,Kubernetes Node Recovery,level-3-recovery,scenarios/level-3-recovery/kubernetes-node-recovery,Recovery / Automation,Kubernetes / Cluster,"Execute controlled recovery, restoration, failover, or mitigation workflow","Kubernetes cluster, node, pod, control plane, service object",node readiness; pod health; API server availability; scheduling status; resource pressure; control plane signal,Kubernetes Cluster; Node; Pod; Control Plane; Service Object; Telemetry Source; Detection Logic; Evidence Output,node readiness; pod health; API server availability; scheduling status; resource pressure; control plane signal,"Correlate kubernetes / cluster signals with related infrastructure state, dependencies, recent events, and service impact.","Execute controlled recovery, restoration, failover, or mitigation workflow","Validate stable state, evidence completeness, and operational readiness after detection, analysis, response, or recovery.",summary.md; execution-evidence.md; validation-evidence.md; artifact-manifest.json; artifact-checksums.json,Recovery Orchestration Module; Automation Execution Module; Recovery Validation Module,Ansible Adapter; Prometheus Adapter; Grafana Adapter
kubernetes-service-recovery,Kubernetes Service Recovery,level-3-recovery,scenarios/level-3-recovery/kubernetes-service-recovery,Recovery / Automation,Kubernetes / Cluster,"Execute controlled recovery, restoration, failover, or mitigation workflow","Kubernetes cluster, node, pod, control plane, service object",node readiness; pod health; API server availability; scheduling status; resource pressure; control plane signal,Kubernetes Cluster; Node; Pod; Control Plane; Service Object; Telemetry Source; Detection Logic; Evidence Output,node readiness; pod health; API server availability; scheduling status; resource pressure; control plane signal,"Correlate kubernetes / cluster signals with related infrastructure state, dependencies, recent events, and service impact.","Execute controlled recovery, restoration, failover, or mitigation workflow","Validate stable state, evidence completeness, and operational readiness after detection, analysis, response, or recovery.",summary.md; execution-evidence.md; validation-evidence.md; artifact-manifest.json; artifact-checksums.json,Recovery Orchestration Module; Automation Execution Module; Recovery Validation Module,Ansible Adapter; Prometheus Adapter; Grafana Adapter
load-balancer-recovery,Load Balancer Recovery,level-3-recovery,scenarios/level-3-recovery/load-balancer-recovery,Recovery / Automation,Load Balancing,"Execute controlled recovery, restoration, failover, or mitigation workflow","load balancer, listener, target group, backend service",target health; listener status; backend availability; request latency; 5xx count; traffic distribution,Load Balancer; Listener; Target Group; Backend Service; Telemetry Source; Detection Logic; Evidence Output,target health; listener status; backend availability; request latency; 5xx count; traffic distribution,"Correlate load balancing signals with related infrastructure state, dependencies, recent events, and service impact.","Execute controlled recovery, restoration, failover, or mitigation workflow","Validate stable state, evidence completeness, and operational readiness after detection, analysis, response, or recovery.",summary.md; execution-evidence.md; validation-evidence.md; artifact-manifest.json; artifact-checksums.json,Recovery Orchestration Module; Automation Execution Module; Recovery Validation Module,Ansible Adapter; Prometheus Adapter; Grafana Adapter
network-failover-automation,Network Failover Automation,level-3-recovery,scenarios/level-3-recovery/network-failover-automation,Recovery / Automation,Network / Routing,"Execute controlled recovery, restoration, failover, or mitigation workflow","network path, route, interface, traffic flow",link status; route change; BGP state; packet loss; latency; interface utilization; traffic volume,Network Path; Route; Interface; Traffic Flow; Telemetry Source; Detection Logic; Evidence Output,link status; route change; BGP state; packet loss; latency; interface utilization; traffic volume,"Correlate network / routing signals with related infrastructure state, dependencies, recent events, and service impact.","Execute controlled recovery, restoration, failover, or mitigation workflow","Validate stable state, evidence completeness, and operational readiness after detection, analysis, response, or recovery.",summary.md; execution-evidence.md; validation-evidence.md; artifact-manifest.json; artifact-checksums.json,Recovery Orchestration Module; Automation Execution Module; Recovery Validation Module,Ansible Adapter; Prometheus Adapter; Grafana Adapter
network-route-recovery-orchestration,Network Route Recovery Orchestration,level-3-recovery,scenarios/level-3-recovery/network-route-recovery-orchestration,Recovery / Automation,Network / Routing,"Execute controlled recovery, restoration, failover, or mitigation workflow","network path, route, interface, traffic flow",link status; route change; BGP state; packet loss; latency; interface utilization; traffic volume,Network Path; Route; Interface; Traffic Flow; Telemetry Source; Detection Logic; Evidence Output,link status; route change; BGP state; packet loss; latency; interface utilization; traffic volume,"Correlate network / routing signals with related infrastructure state, dependencies, recent events, and service impact.","Execute controlled recovery, restoration, failover, or mitigation workflow","Validate stable state, evidence completeness, and operational readiness after detection, analysis, response, or recovery.",summary.md; execution-evidence.md; validation-evidence.md; artifact-manifest.json; artifact-checksums.json,Recovery Orchestration Module; Automation Execution Module; Recovery Validation Module,Ansible Adapter; Prometheus Adapter; Grafana Adapter
platform-runtime-restoration,Platform Runtime Restoration,level-3-recovery,scenarios/level-3-recovery/platform-runtime-restoration,Recovery / Automation,General Infrastructure,"Execute controlled recovery, restoration, failover, or mitigation workflow","infrastructure component, telemetry source, operational dependency",health status; availability signal; latency; error indicator; event log; metric threshold,Infrastructure Component; Telemetry Source; Operational Dependency; Detection Logic; Evidence Output,health status; availability signal; latency; error indicator; event log; metric threshold,"Correlate general infrastructure signals with related infrastructure state, dependencies, recent events, and service impact.","Execute controlled recovery, restoration, failover, or mitigation workflow","Validate stable state, evidence completeness, and operational readiness after detection, analysis, response, or recovery.",summary.md; execution-evidence.md; validation-evidence.md; artifact-manifest.json; artifact-checksums.json,Recovery Orchestration Module; Automation Execution Module; Recovery Validation Module,Ansible Adapter; Prometheus Adapter; Grafana Adapter
replication-recovery-orchestration,Replication Recovery Orchestration,level-3-recovery,scenarios/level-3-recovery/replication-recovery-orchestration,Recovery / Automation,Database / Replication,"Execute controlled recovery, restoration, failover, or mitigation workflow","replication channel, source database, replica database, lag signal",health status; availability signal; latency; error indicator; event log; metric threshold,Replication Channel; Source Database; Replica Database; Lag Signal; Telemetry Source; Detection Logic; Evidence Output,health status; availability signal; latency; error indicator; event log; metric threshold,"Correlate database / replication signals with related infrastructure state, dependencies, recent events, and service impact.","Execute controlled recovery, restoration, failover, or mitigation workflow","Validate stable state, evidence completeness, and operational readiness after detection, analysis, response, or recovery.",summary.md; execution-evidence.md; validation-evidence.md; artifact-manifest.json; artifact-checksums.json,Recovery Orchestration Module; Automation Execution Module; Recovery Validation Module,Ansible Adapter; Prometheus Adapter; Grafana Adapter
